"Establecimiento";"Pc1_Actitud";"Pc1_Atencion";"Pc1_Atencion_Esperas";"Pc1_Cliente_Habitual";"Pc1_Actitud_Servicio";"Pd1_Asesoramiento_Oferta";"Pd1_Informacion_Completa";"Pd1_Aspectos_Positivos_Negativos";"Pe1_Experiencia_Empleados";"Pe1_Resolver_Consultas";"Pe1_Conocimiento_Gama";"Pe1_Dominio_Resolver_Consultas";"Pe1_Interes_Problemas";"Pe1_Tiempo_Espera_Atencion";"Pe1_Duracion_Fila_Cajas";"Pe1_Rapidez_Resolver_Consultas";"Pe1_N_Empleados_Cajas";"Pe1_Tiempo_Reclamacion";"Pe1_Solucion_Quejas";"Pe1_Sencillez_Tramites";"Pf1_Competitividad_Oferta_Productos";"Pf1_Amplitud_Oferta_Productos";"Pf1_Beneficios_Compra_Habitual";"Pg1_N_Empleados_Adecuado";"Pg1_Cajas_Cerradas";"Pg1_Decoracion_Establecimiento";"Pg1_Iluminacion_Establecimiento";"Pg1_Climatizacion_Establecimiento";"Pg1_Sensacion_Orden_Limpieza";"Pg1_Amplitud_Establecimiento";"Pg1_Marcado_Areas";"Pg1_Facilidad_Identificar_Cadena";"Ph1_Relacion_Calidad_Precio";"Ph1_Satisfaccion_Global";"C1_Edad";"C2_Sexo";"C3_Estado_Civil";"C4_Compra_Media";"C5_Ingr_Mes"
"1693";2;3;6;9;6;4;6;2;2;10;6;6;6;4;2;5;7;7;8;9;8;5;9;9;5;8;3;7;5;2;1;4;3;7;8;3;1;4;8;7
"1694";2;8;3;5;4;8;6;5;5;7;10;2;5;6;2;6;6;7;1;2;7;10;3;4;5;3;8;8;4;8;10;6;3;7;1;3;2;3;3;7
"1695";3;7;9;9;9;9;9;9;9;7;8;7;NA;8;7;9;9;9;NA;NA;NA;7;8;9;7;7;5;7;NA;9;7;9;8;9;9;4;2;4;6;7
"1696";2;6;5;3;4;4;5;4;4;5;4;4;4;4;4;1;2;1;1;2;2;5;4;4;2;2;1;2;3;3;5;5;7;6;5;3;1;2;3;7
"1697";2;6;5;3;4;4;5;4;4;6;4;4;4;4;4;1;2;1;1;2;2;6;4;4;2;2;1;3;3;3;6;5;7;6;5;3;1;2;3;7
"1698";3;5;6;6;5;6;7;6;6;5;4;4;5;5;4;5;4;4;5;6;5;5;4;6;6;5;5;5;6;6;6;5;5;6;5;2;1;1;5;7
"1699";3;7;8;7;4;6;6;7;6;7;6;6;5;8;7;6;7;7;NA;NA;NA;8;7;6;6;6;7;7;6;7;6;7;8;8;8;5;1;2;6;7
"1700";1;8;7;7;9;8;8;8;5;7;7;9;9;9;6;5;8;9;8;7;7;10;9;4;9;9;10;10;10;9;9;9;9;9;9;1;2;3;3;7
"1701";1;5;6;5;5;5;7;7;6;5;5;4;5;4;7;6;6;5;6;5;6;6;5;7;6;7;6;7;7;8;8;9;8;6;6;2;1;1;3;7
"1702";1;5;5;4;2;4;6;5;3;6;4;5;4;4;6;7;5;5;3;3;5;8;8;8;5;5;7;7;7;8;9;8;10;7;8;5;1;2;7;7
"1703";3;9;7;8;8;8;8;8;5;8;9;9;9;9;7;5;7;7;5;6;5;9;9;9;7;8;9;9;9;9;9;9;9;9;9;4;1;2;6;7
"1704";1;8;3;8;7;8;8;7;9;7;9;8;8;7;6;10;7;9;8;8;7;9;9;9;6;8;8;9;9;8;9;8;8;7;9;3;1;2;8;7
"1705";3;6;5;7;6;5;5;8;7;7;6;8;8;9;6;5;6;7;NA;NA;NA;6;3;6;6;7;6;6;6;8;8;2;5;7;8;4;1;2;5;7
"1706";1;8;8;7;1;7;6;6;NA;6;6;7;7;7;6;7;5;9;NA;NA;NA;9;9;8;6;6;7;7;8;8;9;7;9;9;8;4;2;2;NA;7
"1707";1;8;3;8;7;8;7;8;6;6;9;8;8;7;6;10;7;9;8;8;7;8;9;9;7;6;8;8;9;8;8;8;8;7;9;3;1;2;8;7
"1708";3;6;5;7;6;5;5;6;2;8;6;8;8;9;6;5;6;7;NA;NA;NA;7;3;6;7;6;6;7;6;8;7;2;5;7;8;4;1;2;5;7
"1709";1;5;4;1;4;6;7;5;5;5;6;5;6;3;2;3;2;4;6;4;6;8;4;3;2;6;8;8;7;8;6;8;7;6;3;4;2;4;5;7
"1710";1;8;6;5;1;7;9;9;5;5;5;5;5;5;1;7;5;7;5;5;5;5;5;5;5;5;8;8;8;8;8;5;8;6;5;6;1;2;7;7
"1711";2;7;5;5;1;5;4;3;4;2;2;2;1;4;8;5;7;NA;NA;NA;9;7;7;4;6;4;7;8;7;7;7;8;8;7;4;4;2;2;NA;7
"1712";1;5;6;6;5;6;6;6;7;6;5;6;7;6;7;7;8;6;6;6;6;6;6;7;6;7;6;7;6;6;6;6;6;6;6;5;1;2;8;7
"1713";1;5;3;3;2;3;9;9;7;10;5;4;5;4;2;5;4;5;3;2;5;4;5;5;4;4;5;7;5;5;7;5;6;5;5;5;1;2;4;7
"1714";1;5;3;3;2;3;4;5;3;4;5;4;5;4;2;5;4;5;3;2;5;5;5;5;5;3;5;6;5;5;6;5;6;5;5;5;1;2;4;7
"1715";1;4;3;2;4;3;7;8;9;2;3;2;3;4;2;3;3;2;2;3;3;5;4;2;3;4;3;5;4;4;5;3;4;3;3;5;1;2;8;7
"1716";1;4;3;2;4;3;3;3;3;3;3;2;3;4;2;3;3;2;2;3;3;4;4;2;2;2;3;4;4;4;4;3;4;3;3;5;1;2;8;7
"1717";2;8;7;7;9;7;5;4;2;5;5;7;8;7;5;2;5;3;3;4;5;4;4;3;4;3;3;4;3;3;3;5;5;5;6;4;2;1;3;7
"1718";2;5;6;5;7;6;5;5;5;6;8;7;6;6;5;4;3;4;4;3;3;4;3;4;3;2;2;4;3;3;3;5;5;5;5;4;1;1;6;7
"1719";2;2;3;4;4;4;4;4;4;5;5;4;4;4;3;2;2;2;3;4;3;3;4;4;2;1;2;3;2;3;3;2;4;5;5;5;1;2;5;7
"1720";1;6;8;NA;8;8;7;8;9;8;10;8;7;6;8;5;7;10;7;8;5;6;4;4;6;3;2;3;4;2;4;3;5;7;2;4;1;2;5;7
"1721";3;7;7;7;8;8;7;7;7;8;8;8;8;8;7;6;7;7;7;7;7;8;8;8;7;6;8;8;8;8;8;8;8;8;8;NA;1;2;5;7
"1722";3;7;8;7;7;7;8;8;6;8;8;7;7;7;6;5;6;5;8;8;8;6;8;6;6;6;6;8;8;8;8;6;7;6;6;4;2;2;4;7
"1723";2;6;5;6;6;5;6;5;6;5;6;6;5;3;3;3;3;3;2;2;2;5;4;4;4;3;4;4;5;4;4;3;4;6;5;1;1;1;4;7
"1724";2;4;3;4;5;4;5;5;6;5;5;4;5;5;4;4;5;4;4;3;3;5;5;5;6;5;6;6;7;7;6;6;5;8;7;2;2;2;5;7
"1725";2;5;4;4;5;5;4;5;5;5;5;4;4;5;4;5;3;NA;NA;NA;5;5;4;4;4;5;4;5;3;7;4;5;5;5;4;4;1;2;3;7
"1726";2;6;5;6;6;6;6;6;5;6;6;6;6;6;8;8;NA;8;NA;NA;NA;6;7;7;5;6;5;6;6;6;5;5;8;7;7;4;2;2;5;7
"1727";1;6;5;5;8;6;9;7;3;6;6;5;5;6;8;7;7;6;1;2;2;10;10;8;7;6;8;8;8;8;7;9;7;8;9;3;1;4;6;7
"1728";1;8;7;7;8;8;9;8;8;7;6;7;7;8;7;7;8;8;6;5;6;9;8;8;8;7;8;8;8;8;9;8;7;8;8;2;2;1;4;7
"1729";1;9;8;8;5;8;8;8;5;8;8;6;8;8;8;9;8;9;8;8;8;8;8;8;7;8;8;8;8;8;9;9;9;8;8;4;2;2;8;7
"1730";3;7;5;7;7;7;7;8;6;5;7;7;7;7;8;8;7;7;NA;NA;NA;7;7;6;7;7;5;5;5;8;8;6;6;7;7;2;1;1;5;7
"1731";3;10;10;10;10;10;9;9;6;10;10;10;10;9;10;10;10;6;NA;NA;NA;5;3;10;5;1;10;10;10;10;10;5;10;10;10;3;1;1;4;7
"1732";3;5;5;5;4;5;5;4;5;5;6;5;5;6;5;5;6;5;5;6;6;5;5;5;5;5;6;6;6;6;6;5;5;5;6;4;1;4;7;7
"1733";3;6;6;5;5;5;6;5;4;4;4;6;5;6;7;7;6;4;NA;NA;NA;5;4;5;7;5;5;7;7;6;7;6;7;5;6;5;1;2;8;7
"1734";2;8;9;6;9;7;7;6;5;7;6;8;9;8;6;6;7;6;NA;NA;NA;5;5;6;8;8;4;5;8;5;5;5;8;9;7;4;2;2;6;7
"1735";1;9;7;7;6;7;8;5;5;8;8;7;6;7;7;6;6;6;7;5;5;8;9;9;8;7;8;8;8;8;9;8;9;9;9;4;2;5;5;7
"1736";3;8;8;8;4;8;7;8;4;8;4;8;8;8;6;5;6;6;6;6;6;7;4;7;4;5;4;7;7;8;8;4;9;8;7;5;1;2;8;7
"1737";3;8;7;7;5;7;4;6;5;6;7;6;6;7;7;6;7;6;NA;NA;NA;5;2;5;6;6;6;6;6;7;5;6;8;6;6;4;2;2;6;7
"1738";3;7;6;4;5;6;6;8;5;7;8;8;7;6;4;5;5;3;4;6;6;7;4;5;4;5;7;8;8;6;8;7;9;5;6;4;1;2;8;7
"1739";3;9;9;8;6;8;8;9;8;8;9;8;9;9;8;8;8;10;8;9;8;6;NA;6;7;8;8;8;8;8;8;8;8;8;8;3;2;2;7;7
"1740";3;7;7;6;7;8;6;6;8;6;7;6;7;7;6;7;8;8;4;5;5;8;6;8;7;7;5;8;8;7;8;7;7;8;7;4;1;2;5;7
"1741";1;7;7;6;7;8;6;8;7;8;7;7;7;8;6;5;7;6;7;6;6;8;9;7;7;8;6;8;7;8;8;6;8;7;8;2;1;1;3;7
"1742";3;8;8;8;6;8;7;8;6;7;7;6;6;7;8;8;8;8;6;6;6;8;3;7;7;7;7;7;7;7;7;8;8;7;7;5;1;2;6;7
"1743";2;6;5;7;5;6;5;4;NA;6;5;7;6;5;4;5;6;5;5;6;4;5;4;6;7;6;7;5;6;3;3;4;2;6;5;3;1;2;7;7
"1744";2;6;5;7;5;6;7;6;6;9;5;7;6;5;4;5;6;5;5;6;4;4;4;6;4;4;7;6;6;3;4;4;2;6;5;3;1;2;7;7
"1745";1;7;6;6;7;6;8;7;7;6;6;6;6;7;5;4;4;5;2;1;1;7;6;6;6;5;8;7;7;8;8;7;7;6;6;6;2;2;5;7
"1746";2;7;4;8;6;7;6;7;6;8;8;6;5;6;6;9;7;6;NA;NA;NA;8;6;7;8;8;6;8;7;8;8;8;7;8;7;5;1;2;4;7
"1747";1;3;2;2;2;2;3;3;4;3;4;3;4;4;5;1;5;3;1;2;5;6;6;4;4;2;3;2;2;4;7;2;3;3;3;4;1;2;8;7
"1748";3;7;7;6;6;6;7;7;6;7;8;8;7;7;5;5;5;6;4;7;9;7;5;8;7;5;5;8;8;4;7;7;6;9;8;5;2;2;8;7
"1749";1;5;4;4;5;5;8;8;7;3;3;8;6;3;4;5;4;7;5;4;6;7;7;8;3;6;8;8;7;8;8;7;8;7;7;4;2;2;8;7
"1750";1;2;2;2;2;2;8;7;7;2;2;7;6;2;2;7;2;7;4;4;4;7;8;9;2;5;8;8;8;8;8;8;8;8;7;4;2;2;8;7
"1751";2;10;9;8;8;10;8;9;6;7;8;6;8;6;6;7;6;6;6;8;7;5;6;6;8;8;7;6;7;7;7;7;7;6;6;3;2;4;8;7
"1752";3;7;7;8;5;7;8;8;5;9;7;8;8;8;9;7;7;10;10;7;9;7;8;7;9;6;7;7;9;9;10;9;9;9;7;6;2;2;5;7
"1753";2;3;2;1;1;3;2;3;1;5;3;1;3;3;5;3;4;NA;5;5;5;6;5;5;NA;6;1;5;4;5;2;4;4;2;6;5;1;1;1;7
"1754";1;5;5;4;1;6;4;5;1;7;7;2;5;5;6;3;5;NA;5;6;6;7;8;6;NA;6;8;9;8;8;9;7;6;6;5;5;1;3;5;7
"1755";3;9;5;7;4;5;9;10;5;6;10;9;10;7;4;1;3;5;9;8;8;6;5;10;7;3;6;NA;8;10;7;6;10;10;9;3;2;1;6;1
"1756";2;6;6;6;7;7;8;8;7;9;7;6;8;9;9;7;7;8;9;8;7;8;7;6;7;7;8;9;9;8;7;8;9;8;7;5;1;4;4;1
"1757";1;7;8;5;4;6;7;8;9;8;7;8;9;7;8;9;6;7;8;7;8;7;8;9;8;7;6;7;8;9;8;9;8;9;7;3;1;1;3;1
"1758";2;3;2;3;3;4;5;7;5;3;2;3;4;5;3;4;4;3;3;5;4;6;4;6;5;6;4;7;7;7;6;6;8;6;4;1;1;3;3;1
"1759";3;5;5;6;2;4;5;5;3;5;5;4;4;6;5;5;5;6;NA;NA;NA;7;7;8;5;5;6;6;5;5;6;6;7;7;8;4;2;2;3;1
"1760";2;7;7;7;7;8;8;8;6;6;6;6;9;9;9;9;7;7;7;7;6;6;6;7;8;9;9;9;9;8;8;8;7;7;7;2;2;2;5;1
"1761";1;7;7;7;2;7;7;7;8;8;7;6;7;7;7;6;7;6;7;6;7;6;5;6;5;5;6;6;7;8;8;8;8;7;7;3;2;3;1;1
"1762";1;6;6;6;4;4;7;8;7;5;4;4;5;4;6;5;6;5;5;5;5;7;6;7;7;6;9;9;8;7;8;7;9;8;5;2;1;3;4;1
"1763";3;7;7;7;6;7;5;5;1;6;6;7;7;5;8;7;6;6;5;4;6;NA;NA;NA;8;8;6;7;6;7;6;6;7;8;8;5;2;2;6;1
"1764";2;5;5;4;5;5;4;4;1;6;5;5;6;5;6;5;5;5;5;6;6;5;4;5;5;4;6;6;5;5;5;4;5;7;6;5;2;2;6;1
"1765";1;6;6;6;7;7;8;7;1;7;8;7;6;6;6;8;6;6;5;6;6;9;8;8;7;7;8;7;7;8;8;6;6;7;9;5;2;2;6;1
"1766";3;10;10;9;8;9;6;5;3;5;5;4;5;8;5;3;5;3;3;5;5;5;6;8;4;4;7;6;6;6;5;5;4;8;7;4;2;2;6;1
"1767";3;8;3;7;3;7;8;5;6;2;8;9;5;3;6;5;7;8;8;7;6;5;6;7;8;3;4;5;6;5;4;3;5;7;8;4;2;2;4;1
"1768";1;6;5;6;7;6;8;7;6;6;5;8;7;6;6;9;7;9;7;7;6;6;9;7;5;6;8;7;8;7;10;7;7;6;6;1;1;1;NA;1
"1769";3;4;5;5;2;4;4;5;3;5;5;4;5;5;5;5;7;6;NA;NA;NA;8;8;8;5;5;6;6;4;5;6;7;6;7;7;1;2;1;2;1
"1770";1;10;10;10;10;10;10;10;6;5;5;5;5;5;5;5;5;5;5;5;5;10;10;4;5;5;5;10;10;10;10;10;10;10;10;2;2;1;4;1
"1771";1;8;9;4;5;6;7;8;7;6;5;6;7;8;9;8;7;6;5;4;5;6;7;8;7;8;9;8;7;6;7;8;9;8;8;2;2;1;4;1
"1772";1;5;5;2;3;3;4;4;4;4;4;4;6;7;7;6;7;NA;NA;NA;7;8;8;6;5;6;6;6;6;6;7;7;6;7;7;4;1;2;4;1
"1773";3;5;5;5;4;6;4;4;2;4;5;5;5;4;3;4;4;3;2;2;2;4;3;3;5;4;6;6;6;6;6;5;5;6;5;4;1;2;6;1
"1774";1;5;5;5;2;6;6;6;4;4;4;5;5;5;6;8;5;5;6;6;6;6;6;4;5;4;4;6;6;5;6;5;5;6;5;5;1;2;7;1
"1775";1;9;8;8;9;8;8;7;8;7;8;7;7;8;7;7;8;8;7;8;8;9;9;8;7;8;7;8;7;7;7;7;8;8;8;5;2;2;6;1
"1776";3;7;6;7;5;4;4;3;5;5;8;5;5;6;5;5;3;5;5;4;8;9;6;5;4;8;10;9;7;9;7;7;5;5;4;1;1;2;1;NA
"1777";3;8;8;6;8;7;8;8;6;8;8;8;6;7;8;8;7;10;6;6;6;4;8;6;7;4;6;6;6;8;8;8;6;8;8;4;2;2;2;NA
"1778";3;6;7;7;7;7;5;6;6;7;7;8;8;7;9;9;9;9;NA;NA;NA;6;7;4;7;6;7;7;7;7;7;6;9;6;6;6;1;5;2;NA
"1779";1;10;9;7;7;8;7;8;5;9;9;9;8;10;7;8;7;8;NA;NA;NA;10;9;7;9;8;7;7;7;6;9;5;7;9;9;6;1;5;2;NA
"1780";2;7;7;4;6;8;6;6;5;7;8;7;6;7;7;7;7;5;6;6;6;9;8;9;7;6;6;7;7;8;8;8;8;10;7;2;2;1;2;NA
"1781";3;7;5;5;5;4;3;3;1;5;5;5;5;1;5;2;2;2;1;1;1;1;1;1;4;NA;NA;NA;NA;NA;NA;NA;1;1;1;2;2;3;NA;NA
"1782";3;5;6;6;5;6;7;8;2;7;8;8;8;9;8;9;8;9;NA;NA;NA;5;5;2;9;9;10;10;10;10;10;5;9;8;8;4;2;2;8;NA
"1783";3;9;8;8;7;9;8;9;3;7;9;9;8;8;7;6;6;8;NA;NA;NA;9;10;7;8;NA;8;8;8;9;9;6;7;9;10;6;2;2;2;NA
"1784";3;7;8;9;8;8;9;8;8;8;9;9;9;9;8;7;8;9;NA;NA;NA;9;9;9;8;9;8;9;9;9;9;9;9;9;9;4;1;2;4;NA
"1785";3;8;9;7;8;9;4;5;4;6;7;7;8;6;8;9;7;6;5;5;5;7;8;9;8;8;9;8;7;9;8;8;9;9;9;4;1;2;3;NA
"1786";3;8;9;8;10;8;6;NA;NA;7;8;6;7;8;8;6;7;7;NA;NA;NA;4;3;7;6;NA;7;7;7;8;8;1;7;7;7;4;2;2;4;NA
"1787";3;8;9;8;10;8;6;7;7;9;8;6;7;8;8;6;7;7;NA;NA;NA;3;3;7;7;NA;7;8;7;8;9;1;7;7;7;4;2;2;4;NA
"1788";3;8;9;7;8;1;5;6;4;7;8;7;9;6;10;8;9;7;9;9;9;6;6;5;8;9;8;7;9;8;9;7;9;9;9;4;2;5;2;NA
"1789";3;7;6;7;5;6;9;6;NA;6;7;6;7;6;7;8;6;8;NA;NA;NA;8;8;7;8;7;8;7;7;8;6;5;7;7;7;5;1;2;2;NA
"1790";1;6;5;5;2;6;8;7;2;6;7;7;7;6;6;7;9;7;NA;NA;NA;7;8;4;7;5;8;8;8;8;8;6;7;7;7;6;2;5;1;NA
"1791";3;7;5;10;7;8;7;7;5;8;8;8;8;9;3;3;7;5;7;7;7;7;10;7;7;10;8;10;10;7;9;6;8;7;8;1;2;1;1;NA
"1792";1;7;7;7;3;7;8;7;6;8;9;8;7;7;7;8;7;6;6;8;7;7;6;7;8;8;7;6;6;7;7;7;6;4;6;5;1;2;4;NA
"1793";3;8;8;7;9;10;8;7;10;8;7;9;7;10;9;10;8;9;NA;NA;NA;6;7;4;8;7;6;6;6;7;7;7;6;9;9;4;2;2;7;NA
"1794";3;8;7;6;7;8;8;7;7;8;7;8;7;7;6;7;7;8;5;6;4;8;6;7;8;7;8;8;8;7;9;5;10;9;8;6;2;2;3;NA
"1795";2;4;5;6;7;8;5;5;6;7;8;7;9;8;6;7;8;9;8;7;6;7;8;NA;7;6;8;9;8;7;8;7;8;6;7;4;1;1;5;NA
"1796";2;5;2;2;3;3;3;5;2;3;3;4;2;2;3;5;3;2;3;7;6;4;2;3;2;2;2;3;7;7;2;2;7;2;2;1;1;1;1;NA
"1797";3;10;7;8;7;9;7;8;9;7;8;7;9;10;8;6;8;9;8;6;3;8;4;1;8;7;6;6;6;6;8;6;9;9;9;4;2;2;8;NA
"1798";2;7;6;7;6;7;7;8;8;7;7;6;6;6;8;7;7;8;6;6;6;8;8;7;7;7;6;6;6;6;6;6;7;7;7;6;1;2;7;NA
"1799";2;4;3;4;6;5;5;4;3;6;5;5;5;4;7;7;5;4;NA;NA;NA;9;9;5;7;7;5;6;7;6;4;4;5;5;5;3;1;3;6;NA
"1800";1;8;5;5;4;8;8;7;8;8;8;7;7;7;6;4;7;7;4;5;5;9;10;8;8;6;7;7;5;6;10;9;7;9;8;2;1;3;NA;NA
"1801";2;3;4;5;6;5;4;5;6;7;7;8;6;7;8;7;6;7;8;9;8;7;6;NA;5;6;7;6;5;6;7;8;6;5;7;2;2;5;4;NA
"1802";2;7;7;7;7;7;8;6;6;6;6;6;6;6;7;7;7;5;7;7;7;6;6;6;5;5;6;6;6;6;6;5;5;6;6;5;2;2;4;NA
"1803";2;6;7;6;4;6;7;5;6;7;5;6;6;5;5;4;6;6;NA;NA;NA;6;5;4;6;5;4;5;6;5;6;6;7;6;8;3;2;2;2;NA
"1804";2;6;7;6;4;6;7;5;6;7;5;6;6;5;5;4;6;6;NA;NA;NA;6;5;4;6;5;4;5;6;5;6;6;7;6;8;3;2;2;2;NA
"1805";2;3;2;1;5;4;1;2;1;5;3;1;2;1;1;2;3;1;1;2;2;2;3;5;1;1;3;3;5;4;4;3;4;1;4;5;2;2;2;NA
"1806";1;3;1;1;1;2;3;2;1;1;1;2;1;1;3;1;1;1;1;2;1;2;3;1;1;1;2;2;1;2;4;2;5;1;1;3;2;2;3;NA
"1807";3;8;9;7;7;9;10;9;8;8;8;7;7;9;5;5;5;4;4;4;4;8;9;7;8;7;8;8;8;9;10;10;10;9;9;2;2;1;7;NA
"1808";2;4;4;2;5;2;6;5;5;5;4;5;4;1;1;1;1;2;1;1;1;6;6;7;2;2;6;7;7;7;5;6;8;7;4;2;2;1;6;NA
"1809";1;6;7;6;8;8;7;5;6;6;5;5;7;6;5;3;3;5;4;5;5;6;5;6;6;6;6;5;4;6;6;7;7;7;7;1;1;1;1;NA
"1810";1;6;7;5;2;4;6;5;6;3;8;6;8;5;3;5;6;3;6;5;5;5;4;3;5;4;3;4;5;7;7;6;5;8;7;1;1;1;1;NA
"1811";1;5;5;4;1;6;8;5;7;7;7;5;5;5;5;6;6;6;5;5;5;5;4;4;4;3;5;4;5;7;6;7;5;6;6;1;1;3;1;NA
"1812";1;5;5;4;1;6;8;5;7;7;7;5;5;5;5;6;6;6;5;5;5;5;4;4;4;3;5;4;5;7;6;7;5;6;6;1;1;3;1;NA
"1813";2;6;5;6;NA;4;2;4;3;7;8;8;9;8;8;6;8;6;6;5;7;6;8;4;6;4;3;5;8;5;5;5;6;3;6;6;2;2;3;NA
"1814";2;4;5;6;7;4;5;3;5;6;4;5;7;6;5;8;5;4;5;6;7;5;6;NA;6;5;4;6;7;8;5;6;8;4;5;4;2;4;6;NA
"1815";2;10;9;9;8;8;7;7;6;8;7;7;7;7;8;8;7;5;5;6;6;8;7;7;6;4;4;6;7;8;8;8;7;6;6;4;2;2;5;NA
"1816";2;8;8;7;8;7;7;7;7;7;7;7;7;7;7;6;7;6;6;6;6;7;7;7;6;6;7;7;7;7;7;6;6;7;7;2;1;2;4;NA
"1817";2;4;5;6;5;4;5;6;7;6;5;6;7;6;5;6;7;6;5;6;7;5;6;NA;6;7;8;6;5;6;8;6;5;6;7;3;1;3;6;NA
"1818";2;7;8;7;6;7;8;7;6;7;8;7;8;6;5;6;7;8;4;3;4;5;6;7;6;5;6;7;5;6;7;8;9;7;8;5;1;4;5;NA
"1819";3;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;5;2;4;3;NA
"1820";1;9;9;9;9;9;8;9;7;9;8;8;7;8;8;8;9;9;5;7;5;8;9;8;9;9;9;10;10;10;10;9;8;8;9;4;2;2;8;NA
"1821";1;10;6;5;3;5;5;6;2;6;5;6;5;8;7;6;6;8;6;5;6;7;8;9;8;8;9;9;9;9;9;10;10;9;9;4;2;2;5;NA
"1822";1;7;7;6;5;7;8;7;7;8;8;8;7;9;7;7;6;8;6;6;6;7;7;6;7;8;6;9;8;9;8;8;7;7;6;1;1;1;3;NA
"1823";3;8;9;7;1;8;10;8;8;9;9;9;8;8;7;10;9;10;7;7;4;10;8;4;5;7;7;8;8;9;8;8;6;10;9;1;1;1;6;NA
"1824";1;6;4;9;5;8;10;9;8;9;9;7;7;7;8;9;8;8;6;6;6;9;9;9;9;9;6;6;8;8;8;8;7;5;8;1;2;1;1;NA
"1825";3;8;8;7;NA;8;NA;NA;NA;8;7;8;7;8;NA;4;NA;9;NA;NA;NA;8;5;8;7;9;6;8;8;8;9;9;9;8;8;4;2;2;8;NA
"1826";2;7;7;8;10;7;7;6;6;7;7;8;7;8;6;4;7;9;NA;NA;NA;7;8;8;7;8;6;6;8;8;9;8;8;10;9;6;2;2;4;NA
"1827";3;7;5;1;6;8;7;8;1;4;7;6;7;7;8;4;6;7;6;7;7;9;9;8;6;6;8;9;8;8;7;4;5;7;8;1;2;1;6;NA
"1828";3;8;7;7;8;7;7;5;7;7;8;8;7;7;9;9;7;5;8;8;9;7;5;4;8;6;8;7;8;8;6;8;8;8;8;2;2;1;6;NA
"1829";3;6;7;6;6;8;7;6;7;7;7;8;6;8;7;7;8;7;7;8;7;8;7;9;6;6;7;7;8;8;8;7;7;8;8;4;2;2;5;NA
"1830";1;6;8;8;6;6;4;5;6;4;6;7;6;7;6;8;5;5;5;3;5;6;7;2;5;5;8;7;8;8;9;6;7;5;6;5;1;2;NA;NA
"1831";3;8;9;9;6;8;7;8;3;1;6;7;7;6;4;3;5;5;5;5;5;8;8;5;6;5;10;10;9;8;8;6;7;8;8;3;2;1;6;NA
"1832";1;9;3;6;7;8;3;3;7;5;4;7;4;NA;7;7;3;3;3;6;4;8;8;7;3;3;8;8;8;8;8;NA;8;8;8;6;1;2;4;NA
"1833";1;6;6;6;7;7;8;5;7;5;10;6;9;10;10;8;6;7;8;5;5;6;6;3;9;8;8;5;7;7;6;8;6;9;6;3;2;1;7;NA
"1834";1;5;6;5;4;6;6;7;6;6;5;6;6;5;5;6;6;6;NA;NA;NA;6;5;5;7;6;6;7;7;7;6;6;6;8;7;3;1;2;4;NA
"1835";1;7;5;5;6;5;7;7;4;5;6;5;7;6;6;6;5;5;4;4;5;4;5;7;6;5;6;7;8;7;6;7;10;6;6;4;2;4;3;NA
"1836";3;8;8;7;6;8;7;9;8;9;6;10;8;7;6;7;8;6;8;7;7;5;7;5;8;8;9;7;8;6;9;7;7;8;8;3;2;2;3;NA
"1837";1;4;2;4;2;3;9;10;7;6;7;5;5;6;4;9;7;9;6;5;3;7;8;7;5;6;5;6;8;6;10;6;9;6;8;1;2;3;2;NA
"1838";2;7;6;6;4;7;7;6;6;6;6;5;5;7;6;5;6;4;NA;NA;NA;5;7;4;4;5;4;7;5;6;5;6;7;7;6;4;2;4;NA;NA
"1839";1;7;7;6;3;6;6;7;4;7;8;7;7;8;7;4;6;6;NA;NA;NA;6;9;8;7;5;6;7;7;6;9;8;9;7;7;1;1;1;5;NA
"1840";2;4;3;4;3;4;3;3;3;3;3;3;3;5;3;3;4;4;3;3;3;1;2;1;7;4;5;5;6;6;7;8;9;7;6;5;1;1;NA;NA
"1841";1;4;2;4;2;3;6;4;1;5;7;5;5;6;4;9;7;9;6;5;3;8;8;7;7;4;5;8;8;6;9;6;9;6;8;1;2;3;2;NA
"1842";2;6;6;8;3;6;7;7;4;6;7;6;6;6;3;3;6;2;NA;NA;NA;8;6;6;3;3;7;7;7;6;6;4;8;7;6;2;2;3;1;NA
"1843";2;3;4;6;4;4;6;8;8;5;4;7;5;3;4;NA;3;1;NA;NA;NA;8;8;10;4;2;7;8;8;6;5;7;9;9;8;4;2;2;4;NA
"1844";2;4;4;5;5;5;5;4;1;5;5;5;6;4;7;6;5;5;4;4;4;4;4;5;6;6;6;7;5;5;5;4;4;4;3;2;1;3;NA;NA
"1845";2;5;4;2;3;6;5;5;2;3;6;6;5;2;3;3;2;1;2;4;4;7;5;5;3;4;2;3;5;4;2;4;3;4;5;4;2;2;3;NA
"1846";2;5;3;1;6;3;6;5;5;2;4;6;4;4;1;1;2;1;2;4;NA;7;4;5;2;1;3;2;4;3;1;2;5;5;5;4;1;2;2;NA
"1847";2;2;2;3;4;2;5;2;NA;1;3;3;2;4;6;7;4;5;3;4;4;2;3;1;7;8;3;4;3;2;2;1;1;8;5;1;1;1;1;NA
